,Analysts,Ticker,Report,Quarters,Points,Points_Estimate,Estimate_rate,Accuracy
2310,Diogo Oliveira,HD,Feb 22,13,295,22.7,1.8%,62%
2311,Diogo Oliveira,TSLA,Feb 2,13,-68,-5.2,39.5%,30%
2312,Diogo Oliveira,TGT,Mar 8,13,177,13.6,3.4%,66%
2313,Diogo Oliveira,CSCO,Feb 16,13,88,6.8,1.9%,49%
2314,Diogo Oliveira,NFLX,Jan 18,13,152,11.7,16.1%,39%
2315,Diogo Oliveira,DAL,Jan 18,13,-129,-9.9,7.0%,21%
2316,Diogo Oliveira,BABA,Feb 2,13,93,7.2,8.7%,50%
2317,Diogo Oliveira,FL,Feb 25,13,37,2.8,7.5%,41%
2318,Diogo Oliveira,MA,Feb 3,12,-4,-0.3,4.0%,30%
2319,Diogo Oliveira,LOW,Feb 23,12,-60,-5,5.9%,33%
2320,Diogo Oliveira,HAS,Feb 7,12,88,7.3,19.9%,50%
2321,Diogo Oliveira,COST,Dec 9,12,116,9.7,3.0%,61%
2322,Diogo Oliveira,TWTR,Feb 10,12,71,5.9,16.3%,48%
2323,Diogo Oliveira,AMZN,Feb 3,12,116,9.7,17.4%,57%
2324,Diogo Oliveira,AAPL,Feb 1,12,91,7.6,5.0%,49%
2325,Diogo Oliveira,UAL,Jan 18,12,-6,-0.5,8.8%,35%
2326,Diogo Oliveira,BBY,Mar 2,12,211,17.6,4.9%,70%
2327,Diogo Oliveira,WW,Mar 1,12,19,1.6,23.4%,38%
2328,Diogo Oliveira,BKNG,Mar 2,12,99,8.3,5.9%,40%
2329,Diogo Oliveira,YELP,Feb 9,12,148,12.3,27.3%,56%
2330,Diogo Oliveira,FFIV,Jan 26,11,44,4,3.0%,40%
2331,Diogo Oliveira,EXPE,Feb 10,11,55,5,17.1%,43%
2332,Diogo Oliveira,DPZ,Feb 24,11,154,14,4.3%,51%
2333,Analyst_7887230,BBY,Mar 2,1,25,25,3.0%,57%
2334,Analyst_5795851,APA,Feb 24,8,118,14.8,31.8%,66%
2335,Analyst_5795851,PEP,Feb 10,8,151,18.9,2.9%,52%
2336,Analyst_5795851,KMI,Jan 19,8,205,25.6,4.6%,66%
2337,Analyst_5795851,BMI,Feb 7,7,-15,-2.1,9.3%,46%
2338,Analyst_5795851,HP,Jan 27,7,156,22.3,20.3%,61%
2339,Analyst_5795851,SAVE,Feb 8,7,16,2.3,7.5%,60%
2340,Analyst_5795851,XOM,Feb 1,7,131,18.7,17.5%,70%
2341,Analyst_5795851,RRC,Feb 23,7,112,16,32.7%,65%
2342,Analyst_5795851,WMB,Feb 16,7,51,7.3,6.1%,49%
2343,Analyst_5795851,CVX,Jan 28,7,79,11.3,24.1%,60%
2344,Analyst_5795851,NOV,Feb 3,7,83,11.9,27.5%,65%
2345,Analyst_5795851,RIG,Feb 21,7,33,4.7,15.3%,54%
2346,Analyst_5795851,JNJ,Jan 25,7,135,19.3,3.4%,57%
2347,Analyst_5795851,LNN,Jan 6,7,8,1.1,24.6%,52%
2348,Analyst_5795851,COP,Feb 3,7,59,8.4,16.8%,57%
2349,Analyst_5795851,TSLA,Feb 2,7,28,4,39.4%,48%
2350,Analyst_5795851,MRO,Feb 16,7,84,12,26.7%,55%
2351,Analyst_5795851,SU,Feb 2,7,123,17.6,12.9%,70%
2352,Analyst_5795851,PXD,Feb 8,7,52,7.4,27.6%,57%
2353,Analyst_5795851,VLO,Feb 3,7,145,20.7,17.1%,53%
2354,Analyst_5795851,SIRI,Feb 1,7,-17,-2.4,11.5%,39%
2355,Analyst_5795851,DVN,Feb 15,7,178,25.4,32.5%,67%
2356,Analyst_5795851,MPC,Feb 2,7,114,16.4,26.5%,59%
2357,Analyst_5795851,CLB,Feb 2,7,92,13.1,5.1%,64%
2358,Analyst_5795851,SLB,Jan 21,7,137,19.6,10.0%,65%
2359,Analyst_5795851,OII,Feb 9,7,53,7.6,29.7%,52%
2360,Analyst_5795851,FTI,Feb 23,7,60,8.7,42.6%,60%
2361,Analyst_5795851,FET,Feb 10,7,88,12.6,21.5%,65%
2362,Analyst_5795851,MSFT,Jan 27,7,149,21.3,5.1%,55%
2363,Analyst_5795851,AMD,Feb 1,7,95,13.6,7.5%,56%
2364,Analyst_2777191,CMG,Feb 8,13,-7,-0.5,10.6%,40%
2365,Analyst_2777191,SWBI,Mar 3,13,76,5.8,23.7%,51%
2366,Analyst_2777191,GE,Jan 27,10,160,16,13.7%,67%
2367,Analyst_2777191,UAA,Feb 15,10,102,10.2,35.9%,53%
2368,Analyst_2777191,SNAP,Feb 8,9,121,13.4,21.7%,58%
2369,Analyst_2777191,LUV,Jan 27,8,105,13.1,9.4%,62%
2370,Analyst_2777191,LEA,Jan 27,7,151,21.6,3.7%,68%
2371,Analyst_2777191,AAPL,Feb 1,7,73,10.4,5.6%,50%
2372,Analyst_2777191,FSLR,Feb 24,7,91,13,38.3%,65%
2373,Analyst_2777191,UPS,Feb 1,6,-15,-2.5,7.9%,47%
2374,Analyst_2777191,TSLA,Feb 2,6,78,13,30.3%,50%
2375,Analyst_2777191,COST,Dec 9,6,43,7.2,4.5%,57%
2376,Analyst_2777191,GT,Feb 8,4,52,13,17.7%,55%
2377,Analyst_2777191,DIS,Feb 8,4,34,8.5,19.1%,63%
2378,Analyst_2777191,WMT,Feb 17,4,39,9.8,3.6%,63%
2379,Analyst_2777191,NKE,Dec 20,4,40,10,28.2%,60%
2380,Analyst_2777191,IMAX,Feb 24,3,-11,-3.7,45.5%,35%
2381,Analyst_2777191,FOXA,Feb 9,3,101,33.7,16.4%,60%
2382,Analyst_2777191,PII,Feb 1,3,13,4.3,29.7%,19%
2383,Analyst_2777191,CMCSA,Jan 27,3,64,21.3,3.6%,64%
2384,Analyst_2777191,VIAC,Feb 17,3,13,4.3,16.4%,56%
2385,Analyst_2777191,DISCA,Mar 1,3,66,22,2.6%,58%
2386,Analyst_2777191,BC,Jan 27,3,52,17.3,14.7%,51%
2387,Analyst_2777191,WWE,Feb 10,3,5,1.7,27.5%,27%
2388,Analyst_2777191,DISH,Feb 23,3,28,9.3,9.1%,54%
2389,Analyst_2777191,PEP,Feb 10,3,31,10.3,5.6%,45%
2390,Analyst_2777191,SIRI,Feb 1,3,99,33,5.0%,76%
2391,Analyst_2777191,AMC,Mar 3,3,35,11.7,26.4%,55%
2392,Analyst_2777191,ADM,Feb 8,3,24,8,17.8%,61%
2393,Analyst_2777191,OMC,Feb 17,3,51,17,3.7%,55%
2394,Bill Dreher,DDS,Feb 21,5,22,4.4,56.7%,52%
2395,Bill Dreher,KSS,Feb 24,5,-37,-6.7,13.2%,37%
2396,Bill Dreher,M,Feb 22,5,-76,-15.2,42.3%,4%
2397,Bill Dreher,TGT,Mar 8,5,9,1.6,7.7%,30%
2398,Bill Dreher,BIG,Mar 4,5,-40,-7.3,37.0%,14%
2399,Bill Dreher,COST,Dec 9,4,-82,-18.2,9.6%,3%
2400,Bill Dreher,JWN,Mar 3,3,-35,-10,13.5%,11%
2401,Bill Dreher,TJX,Mar 2,3,-68,-19.4,15.2%,2%
2402,Bill Dreher,TPR,Feb 10,3,-33,-9.4,13.6%,18%
2403,Bill Dreher,CPRI,Feb 9,3,66,22,10.5%,70%
2404,Bill Dreher,WMT,Feb 17,3,-83,-23.7,6.4%,6%
2405,Bill Dreher,SIG,Mar 17,2,-36,-14.4,35.5%,28%
2406,Analyst_7103198,PLCE,Mar 8,1,-5,-5,8.2%,58%
2407,Shibu Gope,RPD,Feb 10,4,68,17,32.2%,61%
2408,Shibu Gope,NVDA,Feb 17,3,55,18.3,6.6%,58%
2409,Shibu Gope,BNFT,Feb 23,3,73,24.3,8.7%,72%
2410,Shibu Gope,ALGN,Feb 3,3,55,18.3,4.2%,70%
2411,Shibu Gope,VRNT,Mar 30,3,14,4.7,14.4%,15%
2412,Shibu Gope,VNDA,Feb 16,2,14,7,39.5%,52%
2413,Shibu Gope,CYBR,Feb 10,2,13,6.5,15.8%,55%
2414,Shibu Gope,DBX,Feb 24,2,40,20,16.9%,57%
2415,Shibu Gope,AMZN,Feb 3,2,8,4,11.1%,67%
2416,Shibu Gope,RDWR,Feb 9,2,34,17,15.9%,40%
2417,Shibu Gope,MSFT,Jan 27,2,29,14.5,5.6%,63%
2418,Shibu Gope,EPAY,Feb 3,2,15,7.5,9.1%,58%
2419,Shibu Gope,KTOS,Feb 28,2,27,13.5,10.2%,56%
2420,Shibu Gope,TDOC,Mar 2,2,42,21,8.1%,50%
2421,Shibu Gope,NXPI,Feb 2,2,-4,-2,10.8%,33%
2422,Shibu Gope,A,Feb 15,2,48,24,3.2%,60%
2423,Shibu Gope,DXCM,Feb 23,2,14,7,21.9%,54%
2424,Shibu Gope,SKYW,Feb 3,2,38,19,22.1%,73%
2425,Shibu Gope,SCVL,Mar 29,2,-6,-3,23.5%,24%
2426,Shibu Gope,AAPL,Feb 1,2,34,17,6.9%,53%
2427,Shibu Gope,NKTR,Mar 3,2,42,21,13.1%,60%
2428,Shibu Gope,SNX,Jan 11,2,64,32,26.2%,89%
2429,Shibu Gope,IRBT,Feb 9,2,47,23.5,25.0%,82%
2430,Shibu Gope,BBY,Mar 2,2,38,19,5.6%,62%
2431,Shibu Gope,CVS,Feb 9,2,45,22.5,5.0%,69%
2432,Shibu Gope,SRPT,Mar 2,2,19,9.5,16.0%,62%
2433,Shibu Gope,HUBG,Feb 3,2,23,11.5,16.7%,30%
2434,Shibu Gope,XPER,Feb 22,2,14,7,53.3%,65%
2435,Shibu Gope,ENPH,Mar 1,2,76,38,6.5%,70%
2436,Shibu Gope,BAND,Feb 24,2,30,15,52.0%,64%
2437,Analyst_3396844,URBN,Mar 8,1,-5,-5,3.3%,59%
2438,afeeblemind,BBY,Mar 2,4,-6,-1.5,6.3%,28%
2439,afeeblemind,AAPL,Feb 1,3,-16,-5.3,3.3%,39%
2440,afeeblemind,GE,Jan 27,1,-33,-33,36.7%,1%
2441,afeeblemind,GPRO,Feb 3,1,-5,-5,8.7%,57%
2442,afeeblemind,FB,Feb 2,1,31,31,7.1%,96%
2443,afeeblemind,TWTR,Feb 10,1,12,12,19.4%,34%
2444,afeeblemind,GOOGL,Feb 2,1,20,20,3.2%,62%
2445,afeeblemind,TSLA,Feb 2,1,-13,-13,11.8%,23%
2446,afeeblemind,INTC,Jan 26,1,9,9,3.7%,57%
2447,afeeblemind,NFLX,Jan 18,1,35,35,16.7%,71%
2448,Analyst_8645565,MU,Dec 20,4,-43,-10.8,39.7%,6%
2449,Analyst_8645565,CAG,Jan 6,2,-2,-1,7.4%,61%
2450,Analyst_8645565,WBA,Jan 6,2,-60,-30,4.6%,3%
2451,Analyst_8645565,NFLX,Jan 18,2,11,5.5,8.1%,45%
2452,Analyst_8645565,T,Jan 26,2,2,1,5.1%,31%
2453,Analyst_8645565,PRTY,Mar 10,2,10,5,44.5%,35%
2454,Analyst_8645565,AAPL,Feb 1,1,39,39,2.1%,85%
2455,Analyst_8645565,FB,Feb 2,1,17,17,2.3%,81%
2456,Analyst_8645565,GOOGL,Feb 2,1,5,5,10.1%,40%
2457,Analyst_8645565,AMD,Feb 1,1,21,21,3.5%,68%
2458,Analyst_8645565,VIAC,Feb 17,1,18,18,0.9%,82%
2459,Analyst_8645565,SIMO,Jan 26,1,14,14,12.7%,27%
2460,Analyst_8645565,ORCL,Dec 9,1,6,6,1.9%,52%
2461,Analyst_8645565,AMZN,Feb 3,1,-7,-7,16.1%,55%
2462,Analyst_8645565,EA,Feb 1,1,2,2,9.2%,32%
2463,Analyst_8645565,DAL,Jan 18,1,10,10,5.8%,65%
2464,Analyst_4945334,HD,Feb 22,1,-7,-7,4.5%,26%
2465,Analyst_4945334,NFLX,Jan 18,1,-6,-6,11.7%,49%
2466,Analyst_4945334,BA,Jan 26,1,46,46,2.3%,73%
2467,Analyst_5358367,LL,Mar 1,1,-6,-6,27.1%,55%
2468,Analyst_9726995,HIBB,Mar 11,3,-33,-11,33.0%,21%
2469,Analyst_1822754,TSLA,Feb 2,7,126,18,19.5%,70%
2470,Analyst_1822754,MTCH,Feb 1,2,7,3.5,9.8%,67%
2471,Analyst_1822754,MKC,Jan 27,2,63,31.5,2.3%,80%
2472,Analyst_1822754,NKE,Dec 20,2,21,10.5,5.1%,62%
2473,Analyst_1822754,DKNG,Feb 25,2,29,14.5,11.4%,70%
2474,Analyst_1822754,AXON,Mar 1,2,46,23,27.4%,57%
2475,Analyst_1822754,FB,Feb 2,2,0,0,9.9%,33%
2476,Analyst_1822754,KMI,Jan 19,1,2,2,12.8%,30%
2477,Analyst_1822754,FDX,Dec 16,1,3,3,12.2%,37%
2478,Analyst_1822754,AAPL,Feb 1,1,12,12,3.3%,53%
2479,Analyst_1822754,ATVI,Feb 10,1,-10,-10,12.3%,36%
2480,Analyst_1822754,VZ,Jan 25,1,11,11,2.4%,55%
2481,Analyst_1822754,SQ,Mar 2,1,9,9,5.1%,58%
2482,Analyst_1822754,SFIX,Mar 14,1,-5,-5,51.8%,29%
2483,Analyst_1822754,NIO,Mar 8,1,30,30,7.8%,70%
2484,Analyst_1822754,APPN,Feb 24,1,26,26,19.8%,70%
2485,Analyst_1822754,COST,Dec 9,1,23,23,8.1%,66%
2486,Analyst_1822754,XPEV,Mar 7,1,15,15,11.6%,39%
2487,Analyst_1822754,UAA,Feb 15,1,17,17,50.3%,56%
2488,Analyst_1822754,DIS,Feb 8,1,-6,-6,19.2%,67%
2489,Analyst_1822754,MAR,Feb 16,1,12,12,52.5%,47%
2490,Analyst_1822754,SBUX,Jan 27,1,9,9,1.4%,68%
2491,Analyst_1822754,LL,Mar 1,1,22,22,20.5%,73%
2492,Analyst_1822754,HD,Feb 22,1,-7,-7,6.2%,48%
2493,Analyst_6987361,ANF,Mar 2,1,29,29,1.9%,81%
2494,Analyst_5607546,URBN,Mar 8,1,10,10,2.2%,64%
2495,Analyst_5607546,FL,Feb 25,1,24,24,5.8%,80%
2496,Analyst_5607546,PBYI,Mar 3,1,3,3,62.4%,29%
2497,Analyst_5607546,VMW,Feb 24,1,14,14,4.5%,62%
2498,Michael Merry,GOLD,Feb 16,25,210,8.4,16.3%,58%
2499,Michael Merry,CAT,Jan 27,25,267,10.7,9.8%,56%
2500,Michael Merry,GOOGL,Feb 2,24,227,9.5,7.5%,49%
2501,Michael Merry,BA,Jan 26,24,173,7.2,16.9%,54%
2502,Michael Merry,FB,Feb 2,24,425,17.7,6.4%,59%
2503,Michael Merry,AAPL,Feb 1,21,103,4.9,5.5%,49%
2504,Michael Merry,CMI,Feb 8,21,162,7.7,8.7%,52%
2505,Michael Merry,SCCO,Feb 3,20,324,16.2,8.0%,67%
2506,Michael Merry,BVN,Feb 24,20,-5,-0.3,51.8%,35%
2507,Michael Merry,IBM,Jan 24,19,216,11.4,2.0%,59%
2508,Michael Merry,FCX,Jan 27,19,38,2,30.6%,46%
2509,Michael Merry,HWM,Feb 1,19,23,1.2,21.2%,42%
2510,Michael Merry,BAC,Jan 18,19,171,9,6.4%,49%
2511,Michael Merry,XOM,Feb 1,19,76,4,18.5%,52%
2512,Michael Merry,WPM,Mar 10,18,-4,-0.2,13.5%,40%
2513,Michael Merry,C,Jan 14,18,142,7.9,5.5%,50%
2514,Michael Merry,NEM,Feb 24,18,69,3.8,18.2%,50%
2515,Michael Merry,NFLX,Jan 18,17,247,14.5,8.3%,65%
2516,Michael Merry,TWTR,Feb 10,17,117,6.9,18.4%,46%
2517,Michael Merry,AMZN,Feb 3,17,208,12.2,20.7%,62%
2518,Michael Merry,PCAR,Feb 1,17,218,12.8,6.0%,64%
2519,Michael Merry,CVX,Jan 28,16,141,8.8,26.3%,60%
2520,Michael Merry,HD,Feb 22,16,298,18.6,2.7%,58%
2521,Michael Merry,GS,Jan 18,16,93,5.8,14.2%,46%
2522,Michael Merry,JPM,Jan 14,15,170,11.3,6.6%,48%
2523,Michael Merry,MSFT,Jan 27,14,236,16.9,5.8%,50%
2524,Michael Merry,MS,Jan 20,14,139,9.9,10.8%,46%
2525,Michael Merry,ZG,Feb 10,14,124,8.9,35.5%,47%
2526,Michael Merry,WFC,Jan 14,13,171,13.2,10.9%,56%
2527,Michael Merry,SNAP,Feb 8,11,239,21.7,12.1%,69%
2528,Analyst_4774928,PVH,Mar 30,4,-27,-6.8,57.8%,14%
2529,Analyst_4774928,TPR,Feb 10,4,-33,-8.3,47.1%,20%
2530,Analyst_4774928,DISCA,Mar 1,4,-117,-29.3,20.1%,1%
2531,Analyst_4774928,MAR,Feb 16,4,-68,-17,63.9%,3%
2532,Analyst_4774928,PLCE,Mar 8,4,-91,-22.8,54.0%,8%
2533,Analyst_4774928,FIVE,Mar 23,4,-24,-6,35.1%,28%
2534,Analyst_4774928,AMZN,Feb 3,4,23,5.8,21.5%,45%
2535,Analyst_4774928,EXPE,Feb 10,4,-163,-40.8,66.5%,0%
2536,Analyst_4774928,MELI,Feb 24,4,-73,-18.3,58.6%,11%
2537,Analyst_4774928,ZG,Feb 10,4,-71,-17.8,48.7%,4%
2538,Analyst_4774928,GOOGL,Feb 2,4,-3,-0.8,16.2%,33%
2539,Analyst_4774928,ROKU,Feb 24,4,-75,-18.8,60.8%,1%
2540,Analyst_4774928,UBER,Feb 9,4,-27,-6.8,39.8%,22%
2541,Analyst_7988082,QCOM,Feb 2,6,44,7.3,5.8%,59%
2542,Analyst_7988082,FB,Feb 2,5,38,7.6,6.8%,45%
2543,Analyst_7988082,NFLX,Jan 18,4,-5,-1.3,15.9%,42%
2544,Analyst_7988082,GOOGL,Feb 2,3,34,11.3,4.1%,48%
2545,Analyst_7988082,MSFT,Jan 27,3,53,17.7,7.5%,48%
2546,Analyst_7988082,V,Feb 3,3,-23,-7.7,3.1%,15%
2547,Analyst_7988082,NVDA,Feb 17,3,90,30,7.5%,76%
2548,Analyst_7988082,AMZN,Feb 3,2,10,5,13.9%,36%
2549,Analyst_7988082,AMD,Feb 1,2,3,1.5,32.4%,58%
2550,Analyst_7988082,PYPL,Feb 2,2,28,14,3.2%,56%
2551,Analyst_7988082,STZ,Jan 6,2,15,7.5,9.8%,20%
2552,Analyst_7988082,LRCX,Jan 26,2,45,22.5,2.9%,63%
2553,Analyst_7988082,TSLA,Feb 2,2,29,14.5,34.0%,60%
2554,Analyst_7988082,DIS,Feb 8,2,39,19.5,3.0%,66%
2555,Analyst_7988082,AMAT,Feb 16,2,20,10,2.9%,57%
2556,Analyst_7988082,NXPI,Feb 2,2,32,16,1.7%,60%
2557,Analyst_7988082,ABBV,Jan 28,1,22,22,0.5%,89%
2558,Analyst_7988082,BA,Jan 26,1,18,18,16.6%,40%
2559,Analyst_7988082,WM,Feb 17,1,7,7,2.2%,58%
2560,Analyst_7988082,EBAY,Feb 2,1,22,22,1.0%,72%
2561,Analyst_7988082,COST,Dec 9,1,25,25,1.8%,63%
2562,Analyst_7988082,INTC,Jan 26,1,17,17,11.2%,36%
2563,Analyst_7988082,MU,Dec 20,1,13,13,4.9%,61%
2564,Analyst_7988082,SWKS,Jan 27,1,4,4,2.7%,44%
2565,Analyst_7988082,CRUS,Feb 2,1,-9,-9,8.1%,25%
2566,Analyst_7988082,QRVO,Feb 2,1,-4,-4,4.1%,55%
2567,Analyst_7988082,MA,Feb 3,1,18,18,4.4%,43%
2568,Analyst_7988082,EA,Feb 1,1,27,27,3.5%,54%
2569,Analyst_7988082,SHAK,Feb 28,1,22,22,11.6%,33%
2570,Analyst_7988082,TWTR,Feb 10,1,9,9,16.5%,37%
2571,Analyst_6348688,TSLA,Feb 2,16,119,7.4,34.7%,52%
2572,Analyst_6348688,NFLX,Jan 18,14,106,7.6,9.0%,57%
2573,Analyst_6348688,AMZN,Feb 3,14,217,15.5,16.9%,60%
2574,Analyst_6348688,BABA,Feb 2,13,170,13.1,7.2%,65%
2575,Analyst_6348688,TWTR,Feb 10,12,118,9.8,20.7%,58%
2576,Analyst_6348688,NVDA,Feb 17,12,228,19,9.9%,66%
2577,Analyst_6348688,INTC,Jan 26,11,245,22.3,5.7%,70%
2578,Analyst_6348688,DIS,Feb 8,11,146,13.3,20.0%,60%
2579,Analyst_6348688,AMD,Feb 1,11,104,9.5,12.1%,58%
2580,Analyst_6348688,FB,Feb 2,11,200,18.2,4.5%,66%
2581,Analyst_6348688,GOOGL,Feb 2,11,211,18.3,8.5%,63%
2582,Analyst_6348688,BIDU,Feb 24,10,140,14,14.3%,62%
2583,Analyst_6348688,CRM,Mar 1,10,226,22.6,6.8%,58%
2584,Analyst_6348688,AAPL,Feb 1,10,161,16.1,4.7%,62%
2585,Analyst_6348688,MU,Dec 20,9,177,19.7,6.1%,61%
2586,Analyst_6348688,CSCO,Feb 16,9,198,20.8,1.4%,63%
2587,Analyst_6348688,MSFT,Jan 27,9,176,19.6,4.0%,66%
2588,Analyst_6348688,CMG,Feb 8,9,133,14.8,5.7%,65%
2589,Analyst_6348688,WMT,Feb 17,9,129,14.3,2.7%,66%
2590,Analyst_6348688,BA,Jan 26,8,33,4.1,29.7%,48%
2591,Analyst_6348688,EBAY,Feb 2,8,181,21.3,2.2%,66%
2592,Analyst_6348688,GE,Jan 27,8,149,18.6,19.5%,69%
2593,Analyst_6348688,IBM,Jan 24,7,140,20,1.5%,65%
2594,Analyst_6348688,SBUX,Jan 27,7,136,19.4,3.6%,66%
2595,Analyst_6348688,CAT,Jan 27,7,86,12.3,7.2%,67%
2596,Analyst_6348688,GM,Feb 1,7,117,16.7,13.2%,64%
2597,Analyst_6348688,TGT,Mar 8,7,150,21.4,7.9%,79%
2598,Analyst_6348688,SPOT,Feb 9,7,30,4.3,30.7%,58%
2599,Analyst_6348688,JNJ,Jan 25,6,124,20.7,3.4%,73%
2600,Analyst_6348688,FDX,Dec 16,6,49,8.2,10.1%,48%
2601,Analyst_1328834,BBWI,Feb 23,1,-6,-6,2.2%,55%
2602,Analyst_5138231,LL,Mar 1,1,22,22,9.0%,88%
2603,Analyst_6758340,AAPL,Feb 1,2,13,6.5,4.3%,50%
2604,Analyst_6758340,NUE,Feb 1,2,-14,-7,4.1%,39%
2605,Analyst_6758340,GM,Feb 1,1,25,25,11.9%,61%
2606,Analyst_6758340,MCD,Jan 24,1,-4,-4,5.7%,3%
2607,Analyst_6758340,LL,Mar 1,1,18,18,34.9%,46%
2608,Analyst_6758340,JWN,Mar 3,1,-20,-20,8.5%,3%
2609,Analyst_6758340,SJR,Jan 12,1,-17,-17,13.3%,6%
2610,Analyst_6758340,DAL,Jan 18,1,33,33,1.1%,78%
2611,Analyst_6758340,FLEX,Jan 27,1,14,14,7.0%,74%
2612,Analyst_6758340,SPWR,Feb 16,1,-5,-5,51.7%,50%
2613,Analyst_6758340,NKE,Dec 20,1,-6,-6,66.0%,57%
2614,Analyst_6758340,WDAY,Feb 28,1,16,16,22.2%,36%
2615,Analyst_6758340,F,Jan 27,1,5,5,5.8%,44%
2616,iMarcelo,FB,Feb 2,4,133,33.3,3.3%,86%
2617,iMarcelo,AAPL,Feb 1,3,35,11.7,2.9%,73%
2618,iMarcelo,BIDU,Feb 24,3,52,17.3,9.6%,59%
2619,iMarcelo,MSFT,Jan 27,2,5,2.5,8.2%,30%
2620,iMarcelo,QCOM,Feb 2,2,23,11.5,2.6%,52%
2621,iMarcelo,TSLA,Feb 2,2,-5,-2.5,33.6%,37%
2622,iMarcelo,CPRI,Feb 9,2,48,24,5.3%,67%
2623,iMarcelo,BKNG,Mar 2,1,11,11,3.1%,71%
2624,iMarcelo,GRPN,Feb 16,1,16,16,50.4%,73%
2625,iMarcelo,GPRO,Feb 3,1,21,21,31.3%,70%
2626,iMarcelo,EBAY,Feb 2,1,50,50,0.0%,99%
2627,iMarcelo,ETSY,Mar 1,1,37,37,10.0%,83%
2628,iMarcelo,GOOGL,Feb 2,1,-20,-20,3.7%,9%
2629,iMarcelo,SPWR,Feb 16,1,9,9,5.6%,45%
2630,iMarcelo,V,Feb 3,1,7,7,6.3%,69%
2631,iMarcelo,CRM,Mar 1,1,2,2,10.0%,28%
2632,iMarcelo,UAA,Feb 15,1,30,30,50.6%,83%
2633,iMarcelo,SPOT,Feb 9,1,-14,-14,39.3%,18%
2634,iMarcelo,LULU,Dec 9,1,21,21,4.6%,73%
2635,iMarcelo,F,Jan 27,1,-8,-8,23.6%,38%
2636,iMarcelo,SBUX,Jan 27,1,-21,-21,5.9%,1%
2637,iMarcelo,HD,Feb 22,1,6,6,1.3%,72%
2638,iMarcelo,ULTA,Mar 10,1,11,11,2.5%,14%
2639,iMarcelo,AMZN,Feb 3,1,-32,-32,20.6%,1%
2640,Analyst_4422273,HFC,Feb 23,2,-3,-1.5,39.1%,32%
2641,Analyst_4422273,PEP,Feb 10,1,23,23,0.4%,76%
2642,Analyst_4422273,VIAC,Feb 17,1,-6,-6,3.3%,59%
2643,Analyst_4422273,WW,Mar 1,1,17,17,3.6%,68%
2644,Analyst_4422273,NVR,Jan 27,1,15,15,20.7%,22%
2645,Analyst_4422273,GRMN,Feb 23,1,15,15,12.0%,18%
2646,Analyst_4422273,DPZ,Feb 24,1,-8,-8,2.7%,42%
2647,Analyst_4422273,BBWI,Feb 23,1,-9,-9,2.5%,28%
2648,Analyst_4422273,SFIX,Mar 14,1,23,23,21.1%,62%
2649,Analyst_4422273,ZIXI,Feb 24,1,-14,-14,7.3%,24%
2650,Analyst_4422273,PETQ,Mar 15,1,8,8,21.6%,56%
2651,Analyst_4422273,CVS,Feb 9,1,30,30,1.3%,67%
2652,Analyst_4422273,HD,Feb 22,1,1,1,1.9%,31%
2653,Analyst_4422273,BBY,Mar 2,1,37,37,2.0%,73%
2654,Analyst_4422273,DBI,Mar 15,1,-6,-6,51.9%,60%
2655,Analyst_4422273,RH,Mar 29,1,18,18,1.9%,59%
2656,Analyst_4422273,BKNG,Mar 2,1,4,4,7.2%,46%
2657,Analyst_4422273,M,Feb 22,1,32,32,2.2%,67%
2658,Analyst_4422273,FANG,Feb 15,1,-5,-5,20.2%,66%
2659,Analyst_4422273,CME,Feb 3,1,38,38,1.8%,77%
2660,Analyst_4422273,INCY,Feb 17,1,6,6,15.5%,46%
2661,Analyst_4422273,EXEL,Feb 28,1,6,6,22.2%,44%
2662,Analyst_4422273,VEEV,Mar 1,1,17,17,5.2%,47%
2663,Analyst_4422273,JAZZ,Mar 1,1,17,17,10.5%,38%
2664,Analyst_4422273,BHC,Feb 23,1,25,25,6.7%,63%
2665,Analyst_4422273,ALLE,Feb 22,1,24,24,0.0%,75%
2666,Analyst_4422273,DE,Feb 18,1,15,15,9.4%,62%
2667,Analyst_4422273,AAWW,Feb 24,1,21,21,3.0%,52%
2668,Analyst_4422273,HPQ,Feb 23,1,-5,-5,2.3%,65%
2669,Analyst_4422273,PANW,Mar 1,1,30,30,9.2%,75%
2670,"Jonathan Matuszewski, CFA",LOW,Feb 23,3,-72,-24,25.5%,2%
2671,"Jonathan Matuszewski, CFA",BBBY,Jan 6,3,-3,-1,76.0%,25%
2672,"Jonathan Matuszewski, CFA",FND,Feb 24,3,6,1.7,29.6%,26%
2673,"Jonathan Matuszewski, CFA",HD,Feb 22,1,8,5.3,2.3%,64%
2674,"Jonathan Matuszewski, CFA",WSM,Mar 16,1,-26,-17.3,8.9%,9%
2675,"Jonathan Matuszewski, CFA",BBY,Mar 2,1,-18,-12,9.0%,12%
2676,John Hecht,COF,Jan 25,9,20,2.1,30.2%,43%
2677,John Hecht,AXP,Jan 20,8,-50,-6.3,15.8%,30%
2678,John Hecht,FCFS,Feb 3,8,-130,-16.3,21.3%,14%
2679,John Hecht,RM,Feb 9,8,59,7.4,16.2%,46%
2680,John Hecht,EZPW,Feb 2,7,-48,-6.4,35.4%,27%
2681,John Hecht,SYF,Jan 28,7,-21,-2.8,26.9%,18%
